,dr7objid,ra,dec,rastring,decstring,sample,gz2_class
97997,587739708480159866,207.11605834960935,28.908098220825195,13:48:27.85,+28:54:29.2,original,Sc?m
98004,587736940378128789,231.94970703125,28.849748611450195,15:27:47.93,+28:50:59.1,original,Er
98027,588011217523310747,198.3897857666016,61.04886245727539,13:13:33.55,+61:02:55.9,original,Er
98036,587734894361903255,175.76397705078125,11.085942268371582,11:43:03.35,+11:05:09.4,extra,Er
98108,588018091082252651,243.57933044433597,30.21459007263184,16:14:19.04,+30:12:52.5,original,SBb2l
98161,587739166775967974,246.00462341308597,20.671777725219727,16:24:01.11,+20:40:18.4,original,Er
98186,588017990688833652,202.3011779785156,9.113930702209473,13:29:12.28,+09:06:50.2,original,Sb
98203,588017978380714330,247.4597930908203,20.768857955932617,16:29:50.35,+20:46:07.9,original,Er
98215,587742189915209977,209.9371032714844,22.68700790405273,13:59:44.90,+22:41:13.2,original,Er
98254,588023721783197806,223.38792419433597,20.663833618164062,14:53:33.10,+20:39:49.8,original,Sb
98357,587741722820477003,186.4362335205078,28.308692932128903,12:25:44.70,+28:18:31.3,original,Er
98445,587742573758840892,169.39364624023438,20.25284576416016,11:17:34.48,+20:15:10.2,original,Er
98471,587739809948958854,210.96139526367188,24.44463539123535,14:03:50.73,+24:26:40.7,original,Sc?m
98477,587731173841830016,311.2690734863281,0.2881626188755035,20:45:04.58,+00:17:17.4,stripe82,Sb
98508,587742061599523068,159.750732421875,20.58959197998047,10:39:00.18,+20:35:22.5,original,Sc
98534,587733410986590367,225.21417236328125,47.303348541259766,15:00:51.40,+47:18:12.1,original,SBb?m
98551,588023670240772220,172.51541137695312,20.356258392333984,11:30:03.70,+20:21:22.5,original,Er
98559,587731187283067026,12.426756858825684,0.7791754603385925,00:49:42.42,+00:46:45.0,stripe82,Er
98657,587741817859604720,158.06607055664062,23.55722045898437,10:32:15.86,+23:33:26.0,original,Ei
98794,587732053237301602,120.98644256591795,28.93916702270508,08:03:56.75,+28:56:21.0,original,Er
98802,587729776910860582,222.46908569335935,-2.479806900024414,14:49:52.58,-02:28:47.3,original,Ec
98828,587736478139941292,244.75636291503903,6.514266014099121,16:19:01.53,+06:30:51.4,original,Er
98863,587739305286172875,172.0810546875,35.53371047973633,11:28:19.45,+35:32:01.4,original,Ei
98882,587731889507074160,191.21583557128903,56.48559188842773,12:44:51.80,+56:29:08.1,original,Sb?m
98929,587739827125026873,207.65789794921875,24.943357467651367,13:50:37.90,+24:56:36.1,original,Er
98932,587733604791877760,212.1299285888672,57.406768798828125,14:08:31.18,+57:24:24.4,original,Ei
98940,587739648891224150,163.47943115234375,31.79562187194824,10:53:55.06,+31:47:44.2,original,Ei
99014,587742577524146368,204.6720733642578,19.517578125,13:38:41.30,+19:31:03.3,original,Ei
99040,587725471209357383,137.28482055664062,56.5488395690918,09:09:08.36,+56:32:55.8,original,Er
99059,588017726018879505,202.85206604003903,7.675937652587891,13:31:24.50,+07:40:33.4,original,Ei
99096,587735742621352325,250.3854522705078,23.764244079589844,16:41:32.51,+23:45:51.3,original,Er
99173,587736543623184559,202.1575469970703,10.45192050933838,13:28:37.81,+10:27:06.9,original,SBb2m
99188,588017626702282955,216.0084381103516,40.78150177001953,14:24:02.03,+40:46:53.4,original,Er
99212,587728906636820825,117.38704681396484,34.398223876953125,07:49:32.89,+34:23:53.6,original,Ei
99289,587739706333200542,208.1604461669922,26.951513290405277,13:52:38.51,+26:57:05.4,original,Ser
99305,588015509281833229,28.502073287963867,0.1131558716297149,01:54:00.50,+00:06:47.4,stripe82,Sen
99307,587732769979957326,178.3494415283203,8.830343246459961,11:53:23.87,+08:49:49.2,original,Er(l)
99349,588017116122644491,199.48046875,47.0506591796875,13:17:55.31,+47:03:02.4,original,Ser
99430,587726015090393283,228.9908599853516,1.794503927230835,15:15:57.81,+01:47:40.2,original,Sc3t
99540,587735663161704700,154.710205078125,39.347877502441406,10:18:50.45,+39:20:52.4,original,Ei
99915,587738947220144347,183.47042846679688,39.797882080078125,12:13:52.90,+39:47:52.4,original,Sc2t
99917,587732483818062033,166.1234588623047,48.75006866455078,11:04:29.63,+48:45:00.2,original,Sc2m
99937,587738066189156690,112.88642120361328,43.0624885559082,07:31:32.74,+43:03:45.0,original,Ec
99975,587736962384658521,217.3200225830078,32.210914611816406,14:29:16.81,+32:12:39.3,original,Er
100038,587729386617700502,191.8212738037109,59.48186111450195,12:47:17.11,+59:28:54.7,original,Ei
100126,588848900977459371,159.5704803466797,0.6697441935539246,10:38:16.92,+00:40:11.1,original,Ser
100258,588017726545461375,179.14309692382812,8.48538875579834,11:56:34.34,+08:29:07.4,original,Er
100377,588017626704904368,223.04502868652344,38.434837341308594,14:52:10.81,+38:26:05.4,extra,Er
100384,588017724396339283,175.3824920654297,6.730189800262451,11:41:31.80,+06:43:48.7,original,Sc?t
100389,588017116122644535,199.4322509765625,47.08077239990234,13:17:43.74,+47:04:50.8,original,Er
100398,587727866179617235,115.97451782226562,33.91111755371094,07:43:53.88,+33:54:40.0,original,Er
100412,587725492137361698,261.1058654785156,55.97254943847656,17:24:25.41,+55:58:21.2,original,Ei
100426,587736543087558901,205.0583953857422,9.978925704956056,13:40:14.01,+09:58:44.1,original,Ei
100665,587739646205362303,160.1012725830078,29.00448226928711,10:40:24.31,+29:00:16.1,original,Sb
100774,587742627448881311,217.1278533935547,14.13765811920166,14:28:30.68,+14:08:15.6,original,Ser
100849,587739296700235954,170.4471893310547,35.26511001586914,11:21:47.33,+35:15:54.4,original,SBb
100856,587741392113762396,154.4844207763672,29.386474609375,10:17:56.26,+29:23:11.3,original,Ei
100874,587722982278824126,184.2517242431641,-0.7491807341575623,12:17:00.41,+00:44:57.1,original,Ser
100948,587739809965343271,248.64431762695312,12.456551551818848,16:34:34.64,+12:27:23.6,original,Ei
101035,587735744225411375,238.0398406982422,34.162986755371094,15:52:09.56,+34:09:46.8,original,Sc
101052,587741816773411016,129.23838806152344,14.736266136169434,08:36:57.21,+14:44:10.6,original,Ei
101060,588023721247899838,227.0064392089844,19.19686317443848,15:08:01.55,+19:11:48.7,original,Ei
101086,588017726021042181,207.84239196777344,7.492034912109375,13:51:22.17,+07:29:31.3,original,Ei
101151,587731173305680617,312.9279479980469,-0.0061360499821603,20:51:42.71,+00:00:22.1,stripe82,Ei
101203,587729773144310073,204.11073303222656,-2.6418628692626958,13:36:26.58,-02:38:30.7,original,Sb?t
101364,587739719768801459,231.25100708007807,21.00221824645996,15:25:00.24,+21:00:08.0,original,Ei
101400,587726101485781205,219.0325164794922,4.252063751220703,14:36:07.80,+04:15:07.4,original,Er
101416,587728669341712683,121.1318817138672,39.938602447509766,08:04:31.65,+39:56:19.0,original,Ec
101518,587739406251393187,201.7724151611328,33.1309814453125,13:27:05.38,+33:07:51.5,original,Ei
101625,588007004697657447,124.4006576538086,46.18318939208984,08:17:36.16,+46:10:59.5,original,Ei
101656,587736477054927013,218.9271697998047,9.72396469116211,14:35:42.52,+09:43:26.3,original,Er
101673,587736542558552313,223.1163482666016,8.105302810668945,14:52:27.92,+08:06:19.1,original,Er
101688,587726015072895167,189.13351440429688,2.3992509841918945,12:36:32.04,+02:23:57.3,original,Ei
101752,587735348021362925,145.33848571777344,11.438112258911133,09:41:21.24,+11:26:17.2,original,Er
101757,587733410451947710,231.00653076171875,44.22933578491211,15:24:01.57,+44:13:45.6,original,SBb3m
101856,588017948828565630,223.7868804931641,35.9310417175293,14:55:08.85,+35:55:51.8,original,Sb?t
101862,587725589845115025,258.6927795410156,64.14481353759766,17:14:46.27,+64:08:41.3,original,Ser
101880,588023669703639157,171.85704040527344,19.74950218200684,11:27:25.69,+19:44:58.2,original,Er
101975,587726016681607237,184.6429748535156,3.645061731338501,12:18:34.31,+03:38:42.2,original,Sb2t
101983,588023046939607267,135.29385375976562,18.7802677154541,09:01:10.52,+18:46:49.0,original,Sb
102013,587724649259335850,185.31912231445312,-2.6715636253356934,12:21:16.59,-02:40:17.6,original,Sc?t
102097,587742775101489276,194.3379821777344,17.884695053100586,12:57:21.12,+17:53:04.9,original,Er
102160,587737809566564579,115.53604125976562,44.00406265258789,07:42:08.65,+44:00:14.6,original,Sc
102216,587736915680624817,224.44435119628903,11.568374633789062,14:57:46.64,+11:34:06.1,original,Er
102276,587741726041702420,184.65000915527344,24.8162841796875,12:18:36.00,+24:48:58.6,original,Er
102362,587738616488722495,169.64271545410156,36.21559143066406,11:18:34.25,+36:12:56.1,original,Ei
102390,587725773459816682,122.14012145996094,46.17020797729492,08:08:33.63,+46:10:12.7,original,Ei
102468,587739815316619584,240.10104370117188,20.44394302368164,16:00:24.25,+20:26:38.2,original,Er
102484,587742575905144886,184.20343017578125,19.16109085083008,12:16:48.82,+19:09:39.9,original,Er
102585,587728678464716951,167.20706176757812,64.08760070800781,11:08:49.69,+64:05:15.4,original,Sc?t
102798,587742012757508289,210.41000366210935,19.49742317199707,14:01:38.40,+19:29:50.7,original,Ser
102862,587729752744001888,250.25245666503903,39.53726577758789,16:41:00.59,+39:32:14.2,original,Sc
102934,587736942528037222,238.2933349609375,27.57993698120117,15:53:10.40,+27:34:47.8,original,Er
103002,587725470134567140,135.32872009277344,54.22807693481445,09:01:18.89,+54:13:41.1,original,Er
103010,587725816413683880,185.4723358154297,66.65357208251953,12:21:53.36,+66:39:12.9,original,Sc
103070,587726016160006320,219.56967163085935,2.738046646118164,14:38:16.72,+02:44:17.0,original,Ei
103081,587725552821534941,175.19522094726562,68.16289520263672,11:40:46.85,+68:09:46.4,original,Ec
103098,587736802933604446,192.6682891845703,13.81584358215332,12:50:40.39,+13:48:57.0,original,Ei
103216,587741721216221320,202.6922149658203,25.87055969238281,13:30:46.13,+25:52:14.0,extra,Sd
103245,587736921042846073,241.0637359619141,30.20537757873535,16:04:15.30,+30:12:19.4,original,Ser
103246,588848900449697955,180.3745574951172,0.3513382077217102,12:01:29.89,+00:21:04.8,original,SBb
103254,587725491064930550,261.3590087890625,52.953704833984375,17:25:26.16,+52:57:13.3,original,Ei
103294,587739646740594786,155.8802947998047,28.58282852172852,10:23:31.27,+28:34:58.2,original,Ei
103338,587741489815421298,122.2716064453125,14.511631965637209,08:09:05.19,+14:30:41.9,original,Ec
103384,588015509271543881,4.91802978515625,0.0823130905628204,00:19:40.33,+00:04:56.3,stripe82,Ei
103449,587736809916268721,217.33383178710935,13.756144523620604,14:29:20.12,+13:45:22.1,original,Er
103486,587728307492159660,169.58880615234375,1.3933473825454712,11:18:21.31,+01:23:36.1,original,Ei
103510,588017564949348523,176.69691467285156,11.206734657287598,11:46:47.26,+11:12:24.2,original,Ser
103521,588010360156520652,172.06442260742188,5.512240886688232,11:28:15.46,+05:30:44.1,original,SBc
103557,587732701263036551,178.08331298828125,6.557501316070557,11:52:20.00,+06:33:27.0,original,Sc1m
103560,587739707420967183,241.2838592529297,17.57488441467285,16:05:08.13,+17:34:29.6,original,Ei
103565,587735666387976413,237.52296447753903,44.22306442260742,15:50:05.51,+44:13:23.0,original,Sb
103607,587725551194996818,119.86019134521484,44.84807586669922,07:59:26.45,+44:50:53.1,original,SBc2t
103647,587728679007223812,197.16436767578125,65.07830047607422,13:08:39.45,+65:04:41.9,original,Sb
103661,587735666376507480,200.43405151367188,56.8439826965332,13:21:44.17,+56:50:38.3,original,Er
103686,587741602568798347,184.55386352539065,28.03832626342773,12:18:12.93,+28:02:18.0,original,Ei
103748,587731186194448637,338.4154052734375,-0.1109581887722015,22:33:39.70,+00:06:39.4,stripe82,Er
103762,587738410865066049,156.60552978515625,13.482051849365234,10:26:25.33,+13:28:55.4,original,Er
103800,588017604673273889,151.26693725585938,39.56015396118164,10:05:04.06,+39:33:36.6,original,Er
103880,587733081892651109,207.84071350097656,53.70647811889648,13:51:21.77,+53:42:23.3,original,SBc2m
103988,587739406228783233,141.96875,26.38951110839844,09:27:52.50,+26:23:22.2,original,Ei
104128,587734622704107672,127.37638092041016,30.538389205932617,08:29:30.33,+30:32:18.2,original,Ei
104138,587733397563637879,222.3975982666016,47.76887893676758,14:49:35.42,+47:46:08.0,original,Ec
104154,588017603608772776,179.16104125976562,43.859012603759766,11:56:38.65,+43:51:32.4,original,Sb
104214,587739706882785611,238.3466033935547,18.37782287597656,15:53:23.18,+18:22:40.2,original,Ec
104230,587742552290164851,216.90673828125,18.25969886779785,14:27:37.62,+18:15:34.9,original,SBc
104337,587739407828910467,118.4973373413086,16.229042053222656,07:53:59.36,+16:13:44.6,original,Ei
104458,588015510344171623,2.463630437850952,0.9298731684684752,00:09:51.27,+00:55:47.5,stripe82,Sb
104494,587739845923831987,226.19911193847656,20.167463302612305,15:04:47.79,+20:10:02.9,original,Er
104546,587739098598604925,180.51657104492188,38.1447868347168,12:02:03.98,+38:08:41.2,original,Ei
104692,588015509814378661,18.600112915039062,0.4700161516666412,01:14:24.03,+00:28:12.1,stripe82,Ei
104803,588017990700433687,228.93898010253903,6.7876691818237305,15:15:45.36,+06:47:15.6,original,Ei
104839,587726101489713408,227.92906188964844,3.839496374130249,15:11:42.97,+03:50:22.2,original,Ei
105052,587732484342874393,131.9821014404297,36.624305725097656,08:47:55.70,+36:37:27.5,original,Er
105054,587736542550032506,203.39450073242188,9.544404029846191,13:33:34.68,+09:32:39.9,original,Ei
105094,587736542566416560,241.0687561035156,5.624117851257324,16:04:16.50,+05:37:26.8,original,Er
105095,587742567322091633,155.75843811035156,17.07271385192871,10:23:02.03,+17:04:21.8,original,Er
105145,587739381532000455,236.1573028564453,24.006671905517575,15:44:37.75,+24:00:24.0,original,Sen
105165,587741392648863977,150.04734802246094,28.547828674316406,10:00:11.36,+28:32:52.2,original,SBc2l
105195,587732054855123188,135.06544494628906,40.91796875,09:00:15.71,+40:55:04.7,original,Ei
105200,588017704003633292,178.58865356445312,12.793567657470703,11:54:21.28,+12:47:36.8,original,Ei
105201,587738946676326494,163.1949462890625,37.3109130859375,10:52:46.79,+37:18:39.3,original,Sb
105235,587742775091527794,170.36131286621094,17.571043014526367,11:21:26.72,+17:34:15.8,original,Er
105239,587741532790063214,182.70941162109372,29.945545196533203,12:10:50.26,+29:56:44.0,original,Er
105350,587728308569702523,178.13800048828125,2.4347856044769287,11:52:33.12,+02:26:05.2,original,Sc?t
105394,588011123042943108,199.6067047119141,61.1973762512207,13:18:25.61,+61:11:50.6,original,Ei
105510,588848900991549449,191.69708251953125,0.6511892676353455,12:46:47.30,+00:39:04.3,original,Er
105528,587733604801511604,241.02908325195312,44.54973220825195,16:04:06.98,+44:32:59.0,original,Ei
105676,588010879299485792,188.03125,5.1240315437316895,12:32:07.50,+05:07:26.5,original,Ec
105823,588017567098011735,179.30093383789062,13.069579124450684,11:57:12.22,+13:04:10.5,original,SBc?t
106029,587725552819241067,161.82020568847656,66.85244750976562,10:47:16.85,+66:51:08.8,extra,Ec
106082,587726032805167288,225.1099395751953,1.964831829071045,15:00:26.39,+01:57:53.4,original,SBc2l
106092,587729407543148808,251.75865173339844,38.83451461791992,16:47:02.08,+38:50:04.3,original,Ei
106156,587725470669930730,130.64683532714844,52.224395751953125,08:42:35.24,+52:13:27.8,original,Er
106243,588016890640793656,161.71192932128906,39.20719909667969,10:46:50.86,+39:12:25.9,original,SBc2t
106446,588011219141722239,229.8047637939453,54.52068710327149,15:19:13.14,+54:31:14.5,original,Sc2l
106608,587742013829677209,206.6784820556641,20.907285690307617,13:46:42.84,+20:54:26.2,original,Sb
106630,587741533323657278,174.06021118164062,29.766197204589844,11:36:14.45,+29:45:58.3,original,Ei
106643,587738568713830581,209.19248962402344,13.26686191558838,13:56:46.20,+13:16:00.7,original,Er
106652,587729387145003194,151.4334259033203,55.29842376708984,10:05:44.02,+55:17:54.3,original,Ei
106659,587739652105961790,234.47862243652344,22.65432548522949,15:37:54.87,+22:39:15.6,original,SBc2m
106765,587731501335249071,161.8002166748047,56.34275817871094,10:47:12.05,+56:20:33.9,original,Sa
106824,587741709954515094,169.42086791992188,27.31919860839844,11:17:41.01,+27:19:09.1,original,SBb3m
106938,587735696448880823,206.20968627929688,55.79470443725586,13:44:50.32,+55:47:40.9,original,Ec
106947,587725773459095564,120.70465850830078,44.7763671875,08:02:49.12,+44:46:34.9,original,Ei
106996,588017627242561763,225.3919219970703,37.92727279663086,15:01:34.06,+37:55:38.2,original,Er
107042,587731891648135335,164.19546508789062,56.58284378051758,10:56:46.91,+56:34:58.2,original,SBb?t
107145,587734304879542601,337.3006286621094,0.1623494029045105,22:29:12.15,+00:09:44.5,stripe82,Ei
107236,587735744223772934,234.33428955078125,36.2973747253418,15:37:20.23,+36:17:50.5,original,Sb1t
107247,587722983910736184,232.89862060546875,0.426133394241333,15:31:35.67,+00:25:34.1,original,Sb
107253,588848900441833763,162.42929077148438,0.4079259932041168,10:49:43.03,+00:24:28.5,original,Ei
107321,587731679043846231,131.84498596191406,39.4090461730957,08:47:22.80,+39:24:32.6,original,Ei
107347,588297864192262310,173.28173828125,46.72801971435547,11:33:07.62,+46:43:40.9,original,Ser
107368,588297865265610758,171.6196746826172,47.41495132446289,11:26:28.72,+47:24:53.8,original,Ei
107376,587739827662356692,208.9988250732422,25.119836807250977,13:55:59.72,+25:07:11.4,original,Ei
107392,588848899935895689,233.06683349609372,-0.0208545997738838,15:32:16.04,+00:01:15.1,extra,Sc?m
107478,587737826745516375,113.75010681152344,42.23776245117188,07:35:00.03,+42:14:15.9,original,Ei
107535,588018056199012520,245.9820251464844,32.71688461303711,16:23:55.69,+32:43:00.8,original,Er
107589,587725816405885084,146.3970947265625,60.86701583862305,09:45:35.30,+60:52:01.3,original,Er
107648,587741726049435785,203.9734649658203,23.630990982055664,13:35:53.63,+23:37:51.6,original,Sc
107738,587734622708105386,136.4259490966797,35.88193130493164,09:05:42.23,+35:52:55.0,original,Er
107766,587739810490941618,223.4571228027344,22.08196830749512,14:53:49.71,+22:04:55.1,original,Er
107950,587741602028585084,176.02133178710938,27.30433654785156,11:44:05.12,+27:18:15.6,original,Er
107973,587742774565863552,197.23101806640625,17.286100387573242,13:08:55.44,+17:17:10.0,original,Ei
107990,588017726548803730,186.91650390625,8.482842445373535,12:27:39.96,+08:28:58.2,original,SBc2t
108023,587735043068854514,116.28685760498048,19.580665588378903,07:45:08.85,+19:34:50.4,original,Ei
108112,587734863753511051,145.83151245117188,8.523404121398926,09:43:19.56,+08:31:24.3,original,Er
108171,588017977830539421,216.7766876220703,34.76515197753906,14:27:06.41,+34:45:54.5,original,SBc3m
108204,588017109680390254,168.05531311035156,45.06655883789063,11:12:13.28,+45:03:59.6,original,Ser
108298,587731886275756208,130.19801330566406,41.56233596801758,08:40:47.52,+41:33:44.4,original,Ser
108335,588017947215069353,215.7110137939453,37.18241500854492,14:22:50.64,+37:10:56.7,original,Ei
108344,587732136451637385,154.67308044433594,49.14746475219727,10:18:41.54,+49:08:50.9,original,Sb
108351,587732484904124593,209.29638671875,48.565311431884766,13:57:11.13,+48:33:55.1,extra,A
108361,587745402532004158,126.69048309326172,9.032508850097656,08:26:45.72,+09:01:57.0,original,Sb
108446,587732483839557796,234.3558807373047,38.11346435546875,15:37:25.41,+38:06:48.5,original,Ei
108526,587739607557406828,194.84759521484372,31.008729934692383,12:59:23.42,+31:00:31.4,original,Sc
108562,587732482218786945,205.0335998535156,47.17787551879883,13:40:08.06,+47:10:40.4,original,Sb
108600,587742572150194309,174.2498321533203,19.31498336791992,11:36:59.96,+19:18:53.9,original,Er
108646,587734691426271451,140.82049560546875,7.4372639656066895,09:23:16.92,+07:26:14.2,original,Er
108651,587732577234845959,157.29066467285156,6.0069966316223145,10:29:09.76,+06:00:25.2,original,Ei
108718,587745539447783689,158.59632873535156,15.34316349029541,10:34:23.12,+15:20:35.4,original,Ser
108775,587741421640810708,136.84054565429688,23.35561180114746,09:07:21.73,+23:21:20.2,original,Ser
108810,587739158727753839,148.6629638671875,32.43924331665039,09:54:39.11,+32:26:21.3,original,Er
108974,588017991224721491,200.00418090820312,9.477438926696776,13:20:01.00,+09:28:38.8,original,Sb2m
109132,587729409145569526,236.0381317138672,54.21388244628906,15:44:09.15,+54:12:50.0,extra,Ec
109197,588017604162486307,228.61253356933597,35.36357116699219,15:14:27.01,+35:21:48.9,original,Er
109235,587728679005782128,189.39561462402344,65.41277313232422,12:37:34.95,+65:24:46.0,original,Sc
109270,587739407855779877,184.5870056152344,35.6086311340332,12:18:20.88,+35:36:31.1,original,Er
109364,587741721212092549,192.08810424804688,26.81697654724121,12:48:21.15,+26:49:01.1,original,Er
109412,587733398109815007,245.2097320556641,34.93271255493164,16:20:50.34,+34:55:57.8,original,Sb?m
109457,587742573759496313,170.96490478515625,20.479528427124023,11:23:51.58,+20:28:46.3,original,Er
109499,587738947200024706,130.43438720703125,25.844602584838867,08:41:44.25,+25:50:40.6,original,Ser
109506,588297864176664763,130.37184143066406,32.06130599975586,08:41:29.24,+32:03:40.7,original,Er
109684,587725552284336319,173.54055786132812,67.63443756103516,11:34:09.73,+67:38:04.0,original,Ser
109700,587732770506211514,153.86685180664062,7.822249889373779,10:15:28.04,+07:49:20.1,original,Ser
109743,587729160044150956,203.94625854492188,5.4413347244262695,13:35:47.10,+05:26:28.8,original,Er
109824,587729774217527506,202.849365234375,-1.89288330078125,13:31:23.85,-01:53:34.4,original,Ei
109966,587739407320547479,189.22190856933597,34.92805862426758,12:36:53.26,+34:55:41.0,original,Er
109992,587736523764269239,218.6106109619141,5.226339340209961,14:34:26.55,+05:13:34.8,original,Ei
110090,587725817500336327,240.9266662597656,53.316219329833984,16:03:42.40,+53:18:58.4,original,Sc?m
110160,587738410333241542,168.55165100097656,14.369271278381348,11:14:12.40,+14:22:09.4,original,Er
110172,587742865820680315,173.75718688964844,18.28922843933105,11:35:01.72,+18:17:21.2,original,Er
110173,587736619325325582,241.48971557617188,26.61804962158203,16:05:57.53,+26:37:05.0,original,Ei
110176,587742575373975794,198.0712890625,18.39156723022461,13:12:17.11,+18:23:29.6,original,Er
110262,587731512611569857,32.01911163330078,-0.1254072338342666,02:08:04.59,+00:07:31.5,stripe82,Sc?t
110280,587742189366739130,180.99151611328125,24.150110244750977,12:03:57.96,+24:09:00.4,original,Er
110316,587725470131421328,127.2169418334961,48.96978378295898,08:28:52.07,+48:58:11.2,original,SBb
110636,587735742610604197,227.258056640625,38.42425537109375,15:09:01.93,+38:25:27.3,original,SBb?t
110698,588011217523048640,197.07688903808597,61.12760162353516,13:08:18.45,+61:07:39.4,original,Sb
110730,587731185670946952,8.965867042541504,-0.4837034046649933,00:35:51.81,+00:29:01.3,stripe82,Er
110748,587745539983212687,155.15428161621094,15.183058738708496,10:20:37.03,+15:10:59.0,original,Sc
110806,588017703999438991,168.8121337890625,12.24000644683838,11:15:14.91,+12:14:24.0,original,Er
110853,587733081340641407,150.44297790527344,50.21791458129883,10:01:46.31,+50:13:04.5,extra,Ser
110898,587725041162518697,172.91278076171875,-1.905274033546448,11:31:39.07,-01:54:19.0,original,Er
110984,587725039022964846,190.9588165283203,-3.6735854148864746,12:43:50.12,-03:40:24.9,original,Er
110994,588015510346006654,6.60716438293457,0.942536234855652,00:26:25.72,+00:56:33.1,stripe82,Sb+m
111010,587731514226901099,42.84521865844727,1.14850115776062,02:51:22.85,+01:08:54.6,stripe82,Sb
111013,587741828043767967,158.4059295654297,21.774337768554688,10:33:37.42,+21:46:27.6,original,Er
111020,587732590103756966,176.98281860351562,59.29840087890625,11:47:55.88,+59:17:54.2,original,Er
111051,587741387812372919,126.15373992919922,18.77543067932129,08:24:36.90,+18:46:31.6,original,SBc2m
111070,587734948580164028,125.74506378173828,6.206028461456299,08:22:58.82,+06:12:21.7,original,SBc3m
111093,587742773479014542,166.02162170410156,15.937498092651367,11:04:05.19,+15:56:15.0,original,Ei
111104,588017977811402803,162.1615447998047,37.022705078125,10:48:38.77,+37:01:21.7,original,Sb1l
111159,587738616492195971,179.49795532226562,37.127288818359375,11:57:59.51,+37:07:38.2,original,Er
111204,588017704554528870,211.34487915039065,11.890538215637209,14:05:22.77,+11:53:25.9,original,Er
111298,587732771583492199,161.82211303710938,9.287283897399902,10:47:17.31,+09:17:14.2,original,Sb?t
111368,588017729225818294,186.3542022705078,7.325286865234375,12:25:25.01,+07:19:31.0,original,Sc?t
111443,588017979957313647,157.27011108398438,37.61834335327149,10:29:04.83,+37:37:06.0,original,Er
111466,587742062168441129,237.03363037109372,14.793700218200684,15:48:08.07,+14:47:37.3,original,Ei
111512,587742061615054982,197.86802673339844,22.06996726989746,13:11:28.33,+22:04:11.9,original,Er
111658,587738575145664686,204.29641723632807,39.49112319946289,13:37:11.14,+39:29:28.0,original,Sb
111684,587741490358518046,135.67323303222656,20.77726554870605,09:02:41.58,+20:46:38.2,original,SBc?m
111768,587732136998404205,190.46292114257807,53.57305908203125,12:41:51.10,+53:34:23.0,original,Er
111792,587732153644220484,149.02261352539062,44.53477478027344,09:56:05.43,+44:32:05.2,original,Er
111916,587731891117949061,192.5225830078125,57.57829666137695,12:50:05.42,+57:34:41.9,original,Sc
112006,587736585512812885,242.47637939453125,26.44188117980957,16:09:54.33,+26:26:30.8,original,Sb?t
112081,587738570315530364,188.3036651611328,15.74163818359375,12:33:12.88,+15:44:29.9,original,Er
112092,587729232514318595,247.15505981445312,48.68825149536133,16:28:37.21,+48:41:17.7,original,Er
112137,588011124653424714,199.4735870361328,62.46088409423828,13:17:53.66,+62:27:39.2,original,Sc?t
112216,587739304217608324,186.6084442138672,35.354488372802734,12:26:26.03,+35:21:16.2,original,Ec
112285,587725552820813949,171.04867553710938,67.80872344970703,11:24:11.68,+67:48:31.4,original,Er
112290,587745968927736174,240.7754669189453,19.00821304321289,16:03:06.11,+19:00:29.6,original,Ei
112307,588017704550989969,203.1768341064453,12.598288536071776,13:32:42.44,+12:35:53.8,original,Er
112395,588017627222835317,164.86407470703125,43.633487701416016,10:59:27.38,+43:38:00.6,original,Ser
112398,587742060558418149,237.8878936767578,13.32349967956543,15:51:33.09,+13:19:24.6,original,Ec
112437,587735430694371463,209.06658935546875,47.8617057800293,13:56:15.98,+47:51:42.1,original,Er
112476,587742551752900742,215.838134765625,18.08382606506348,14:23:21.15,+18:05:01.8,original,Sb
112535,587732703399444623,152.47972106933594,7.156109809875488,10:09:55.13,+07:09:22.0,original,Sc
112568,587742773484716153,179.56101989746094,16.695112228393555,11:58:14.64,+16:41:42.4,original,Sc+l
112571,587739809951645913,217.58506774902344,23.035511016845703,14:30:20.42,+23:02:07.8,original,Er
112602,587732771058745391,189.9554748535156,9.70998764038086,12:39:49.31,+09:42:36.0,original,Ser
112677,587731500257902688,149.41261291503906,52.10042953491211,09:57:39.03,+52:06:01.5,original,Sc
112697,587730022796427376,230.68930053710935,5.268007278442383,15:22:45.43,+05:16:04.8,original,Sb
112749,587742014340333732,143.08409118652344,17.372997283935547,09:32:20.18,+17:22:22.8,original,Er
112769,587741532249522298,173.1984100341797,28.947227478027344,11:32:47.62,+28:56:50.0,original,Ei
112802,587729778515837171,209.4683074951172,-1.5049546957015991,13:57:52.39,-01:30:17.8,original,SBc?t
112817,587731512617992287,46.68593215942383,-0.0240742396563291,03:06:44.62,+00:01:26.7,stripe82,Ec
113070,588017703994851425,158.0753173828125,11.569713592529297,10:32:18.08,+11:34:11.0,original,Er
113079,587726032789635239,189.67930603027344,2.583327293395996,12:38:43.03,+02:34:60.0,original,Sb
113083,587742062125449526,134.0908660888672,15.140034675598145,08:56:21.81,+15:08:24.1,original,Er
113113,587731186734727264,346.1007995605469,0.2991172969341278,23:04:24.20,+00:17:56.8,stripe82,Sc
113135,587736586050798020,245.03494262695312,25.290504455566406,16:20:08.39,+25:17:25.8,original,Sb
113158,587736477051912437,212.0743560791016,10.393353462219238,14:08:17.85,+10:23:36.1,original,Er
